kind,cutoff,class,support,predicted,true_positive,precision,recall,coverage_all,none_fp_count,none_fp,total_coverage_all,total_correct_positive_recall,total_none_fp
per_class,0.81,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5503472222222222,0.9211356466876972,0.0888030888030888
per_class,0.81,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5503472222222222,0.9211356466876972,0.0888030888030888
per_class,0.82,supersedes,106,111,91,0.8198198198198198,0.8584905660377359,0.19270833333333334,18,0.0694980694980695,0.5451388888888888,0.917981072555205,0.08108108108108109
per_class,0.82,cancels,72,67,66,0.9850746268656716,0.9166666666666666,0.11631944444444445,1,0.003861003861003861,0.5451388888888888,0.917981072555205,0.08108108108108109
per_class,0.82,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5451388888888888,0.917981072555205,0.08108108108108109
per_class,0.82,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5451388888888888,0.917981072555205,0.08108108108108109
per_class,0.83,supersedes,106,110,91,0.8272727272727273,0.8584905660377359,0.1909722222222222,17,0.06563706563706563,0.5434027777777778,0.917981072555205,0.07722007722007722
per_class,0.83,cancels,72,67,66,0.9850746268656716,0.9166666666666666,0.11631944444444445,1,0.003861003861003861,0.5434027777777778,0.917981072555205,0.07722007722007722
per_class,0.83,completes,70,69,68,0.9855072463768116,0.9714285714285714,0.11979166666666667,1,0.003861003861003861,0.5434027777777778,0.917981072555205,0.07722007722007722
per_class,0.83,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5434027777777778,0.917981072555205,0.07722007722007722
per_class,0.84,supersedes,106,110,91,0.8272727272727273,0.8584905660377359,0.1909722222222222,17,0.06563706563706563,0.5416666666666666,0.917981072555205,0.07335907335907337
per_class,0.84,cancels,72,67,66,0.9850746268656716,0.9166666666666666,0.11631944444444445,1,0.003861003861003861,0.5416666666666666,0.917981072555205,0.07335907335907337
per_class,0.84,completes,70,68,68,1.0,0.9714285714285714,0.11805555555555555,0,0.0,0.5416666666666666,0.917981072555205,0.07335907335907337
per_class,0.84,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5416666666666666,0.917981072555205,0.07335907335907337
per_class,0.85,supersedes,106,109,91,0.8348623853211009,0.8584905660377359,0.1892361111111111,16,0.06177606177606178,0.5399305555555556,0.917981072555205,0.0694980694980695
per_class,0.85,cancels,72,67,66,0.9850746268656716,0.9166666666666666,0.11631944444444445,1,0.003861003861003861,0.5399305555555556,0.917981072555205,0.0694980694980695
per_class,0.85,completes,70,68,68,1.0,0.9714285714285714,0.11805555555555555,0,0.0,0.5399305555555556,0.917981072555205,0.0694980694980695
per_class,0.85,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5399305555555556,0.917981072555205,0.0694980694980695
per_class,0.86,supersedes,106,108,91,0.8425925925925926,0.8584905660377359,0.1875,15,0.05791505791505792,0.5347222222222222,0.9148264984227129,0.06177606177606178
per_class,0.86,cancels,72,65,65,1.0,0.9027777777777778,0.11284722222222222,0,0.0,0.5347222222222222,0.9148264984227129,0.06177606177606178
per_class,0.86,completes,70,68,68,1.0,0.9714285714285714,0.11805555555555555,0,0.0,0.5347222222222222,0.9148264984227129,0.06177606177606178
per_class,0.86,reinstates,69,67,66,0.9850746268656716,0.9565217391304348,0.11631944444444445,1,0.003861003861003861,0.5347222222222222,0.9148264984227129,0.06177606177606178
per_class,0.87,supersedes,106,105,89,0.8476190476190476,0.839622641509434,0.18229166666666666,14,0.05405405405405406,0.5277777777777778,0.9085173501577287,0.05405405405405406
per_class,0.87,cancels,72,65,65,1.0,0.9027777777777778,0.11284722222222222,0,0.0,0.5277777777777778,0.9085173501577287,0.05405405405405406
per_class,0.87,completes,70,68,68,1.0,0.9714285714285714,0.11805555555555555,0,0.0,0.5277777777777778,0.9085173501577287,0.05405405405405406
per_class,0.87,reinstates,69,66,66,1.0,0.9565217391304348,0.11458333333333333,0,0.0,0.5277777777777778,0.9085173501577287,0.05405405405405406
per_class,0.88,supersedes,106,103,87,0.8446601941747572,0.8207547169811321,0.17881944444444445,14,0.05405405405405406,0.5243055555555556,0.9022082018927445,0.05405405405405406
per_class,0.88,cancels,72,65,65,1.0,0.9027777777777778,0.11284722222222222,0,0.0,0.5243055555555556,0.9022082018927445,0.05405405405405406
per_class,0.88,completes,70,68,68,1.0,0.9714285714285714,0.11805555555555555,0,0.0,0.5243055555555556,0.9022082018927445,0.05405405405405406
per_class,0.88,reinstates,69,66,66,1.0,0.9565217391304348,0.11458333333333333,0,0.0,0.5243055555555556,0.9022082018927445,0.05405405405405406
per_class,0.89,supersedes,106,102,86,0.8431372549019608,0.8113207547169812,0.17708333333333334,14,0.05405405405405406,0.5190972222222222,0.8927444794952681,0.05405405405405406
per_class,0.89,cancels,72,64,64,1.0,0.8888888888888888,0.1111111111111111,0,0.0,0.5190972222222222,0.8927444794952681,0.05405405405405406
per_class,0.89,completes,70,67,67,1.0,0.9571428571428572,0.11631944444444445,0,0.0,0.5190972222222222,0.8927444794952681,0.05405405405405406
